Department_ID,Employee_ID,First_Name,Last_Name,Age,Gender,Department,Salary,Experience_Years,City,State,Country,Email,Phone,Joining_Date,Manager_Name,Performance_Score,Project_Count,Bonus,Work_Mode,Status
DPT03202,1946,Kristina,Howard,45,Male,Marketing,133349,11,South Christopherville,Kansas,Djibouti,canderson@example.net,360.724.8306x27329,28-10-2019,Joseph Hill,8,11,25593,Hybrid,Inactive
DPT03567,1947,Marcus,Silva,22,Female,Operations,68957,20,New Deannabury,Georgia,Taiwan,jessica71@example.org,801-818-3488,27-12-2024,Janet Mccall,9,13,15209,Remote,Inactive
DPT04378,1948,Brittney,Jackson,44,Male,HR,48285,17,Owenton,Connecticut,Somalia,nrobinson@example.org,621.213.6067,15-12-2025,James Hernandez,10,15,16383,Remote,Inactive
DPT00668,1949,Jacob,Martinez,48,Male,Operations,118374,25,Joshuaport,Florida,British Indian Ocean Territory (Chagos Archipelago),torreschristina@example.com,355-332-0865x72501,22-10-2018,Dr. Lucas Carpenter DVM,1,18,17159,Remote,Active
DPT02861,1950,Christine,Cervantes,27,Female,HR,83799,5,Lake Deanside,Alabama,Croatia,gomezashley@example.net,816-738-6956,04-08-2021,Sandra Patrick,1,4,35042,Remote,Inactive
DPT00577,1951,Kyle,Thompson,45,Female,Engineering,82744,12,Valenciamouth,Connecticut,Switzerland,zmueller@example.net,489-686-2938,15-02-2021,Teresa Thompson,9,11,30502,Remote,Inactive
DPT02229,1952,Melinda,Williams,37,Male,Finance,121408,5,Hamptonstad,North Dakota,Heard Island and McDonald Islands,mullentimothy@example.org,(522)967-4344,09-03-2024,Ryan Ferrell,2,7,15615,Hybrid,Inactive
DPT00711,1953,Karen,Mcpherson,45,Female,Engineering,147415,19,North Feliciastad,Iowa,Timor-Leste,paullowe@example.org,604-451-4962,23-04-2023,Carlos May,8,4,42613,Hybrid,Active
DPT00246,1954,Margaret,Hill,23,Female,Operations,99983,12,Port Julie,Montana,Romania,jonesjoshua@example.net,(482)624-4788x799,15-03-2026,Nancy Sandoval,6,12,44909,Hybrid,Active
DPT02371,1955,Justin,Wood,42,Female,Finance,31099,18,Johnmouth,North Dakota,Andorra,lgibson@example.net,946.971.6137x890,22-12-2020,Carolyn Pierce,6,19,41102,Hybrid,Inactive
DPT00937,1956,Audrey,Burns,29,Male,Operations,80386,6,Lake Christina,North Dakota,Greece,scott87@example.net,3276446468,15-10-2017,Andre Martin,10,7,41685,Remote,Inactive
DPT03343,1957,Adam,Lewis,43,Male,Sales,149160,22,Boothstad,New Hampshire,Armenia,taylorjoshua@example.com,(943)307-9653x3729,30-03-2020,Travis Ortega,7,6,34366,Remote,Inactive
DPT02145,1958,Ashley,Ford,57,Male,Engineering,121530,30,Barbarabury,South Dakota,Bangladesh,sylvia26@example.com,7816587344,03-07-2023,Kenneth Burton,8,20,10812,Office,Active
DPT04434,1959,Eric,Green,49,Male,HR,90566,8,Littleland,Idaho,Mayotte,ywilson@example.org,001-459-568-3100x4108,17-11-2023,David Blake,9,14,5942,Hybrid,Inactive
DPT00143,1960,Margaret,Curtis,35,Female,Finance,50509,21,Chadstad,Kansas,United Kingdom,sanderserica@example.org,001-934-427-0836x2981,21-02-2019,Caleb Jones,5,13,23871,Remote,Active
DPT00514,1961,Laura,Garcia,42,Female,Legal,105044,15,Thomasburgh,California,Kiribati,gibbsmegan@example.net,967-254-0401x08794,01-10-2018,Curtis White,5,1,33745,Hybrid,Inactive
DPT00079,1962,April,Anthony,48,Female,IT,52357,8,Port Scottbury,Illinois,Singapore,strongjames@example.com,(357)509-8526,27-04-2019,Katrina Winters,1,19,30814,Office,Inactive
DPT02988,1963,Vickie,Cole,46,Male,Marketing,39480,9,Nicholaston,Kansas,Guadeloupe,jacquelinelevine@example.com,342-784-1902x81243,10-04-2021,John Harris,4,2,19042,Remote,Active
DPT04152,1964,Garrett,Sexton,56,Male,IT,148639,8,South Christopher,Rhode Island,Guernsey,brandon43@example.org,(788)996-8498,13-07-2019,Cassandra Kelly,10,13,9514,Remote,Active
DPT01143,1965,Brandi,Lewis,22,Male,Sales,133420,10,Lewismouth,California,Malawi,lesliebarajas@example.org,212.538.4527,14-07-2018,Amber Noble,4,1,40139,Remote,Inactive
DPT02712,1966,Sarah,Morris,60,Male,Finance,97282,16,West Leonardmouth,Ohio,Kenya,ibarrabradley@example.com,+1-492-258-0401x4847,15-08-2016,Ryan Burgess,3,12,40367,Remote,Inactive
DPT01998,1967,Thomas,Harrison,58,Female,Operations,129864,6,Fischerview,Delaware,Estonia,robertsondanielle@example.com,995.657.9386x96985,01-05-2024,Joshua Price,5,7,19897,Remote,Inactive
DPT03919,1968,Ronald,Mitchell,56,Male,Operations,44479,14,Stewartshire,North Dakota,Iceland,francoariel@example.com,001-586-766-0354,21-12-2021,Cindy Jones,9,16,5978,Office,Inactive
DPT02513,1969,Gregory,Ferguson,53,Female,Legal,128299,3,Port Sarahborough,New Hampshire,Saint Vincent and the Grenadines,debra93@example.net,236.456.3501,29-08-2025,Mario Collins,3,3,25561,Hybrid,Active
DPT03603,1970,Amanda,Lawrence,59,Male,Legal,66862,21,Port Donnamouth,Utah,Niger,amanda03@example.net,001-320-867-7153,05-11-2021,Kristen Smith,4,3,34922,Remote,Active
DPT02190,1971,Kenneth,Young,50,Female,Legal,104743,14,Payneshire,Delaware,Cuba,drangel@example.net,652-923-3230x46434,25-09-2025,Rebecca Mitchell,8,13,43850,Office,Inactive
DPT01066,1972,Nancy,Sanchez,36,Female,Marketing,102765,15,Ortizside,Alaska,Saudi Arabia,pstanley@example.com,807.238.3802,11-08-2022,Joseph Cross,3,10,20571,Office,Active
DPT00162,1973,Kayla,Vasquez,30,Male,Engineering,44385,25,Whiteton,Oklahoma,Guinea,gsmith@example.org,540.447.7014x10351,14-07-2017,Sara James,8,2,29587,Office,Inactive
DPT03186,1974,Rachel,Davis,38,Male,Engineering,139708,11,Mendozaview,Oklahoma,South Georgia and the South Sandwich Islands,jacob63@example.com,(849)226-8350,06-08-2019,Brenda Moore,10,16,7065,Hybrid,Inactive
DPT00897,1975,Michael,Dunn,48,Female,HR,93434,2,North Gary,Rhode Island,Cuba,sarah50@example.com,(798)733-4105x1928,01-10-2020,Yvonne Lopez,9,16,11472,Office,Inactive
DPT02490,1976,Shawn,Bryant,58,Male,Legal,92287,18,Bensonside,New Jersey,Northern Mariana Islands,shelleymiller@example.com,001-829-921-3392,13-07-2022,Paula Guzman,1,14,14689,Office,Active
DPT02315,1977,Scott,Blanchard,59,Male,Legal,50726,9,Lauraport,Tennessee,Ethiopia,rodriguezmonica@example.org,(931)923-0642,08-06-2016,Ronald Warren,8,4,27706,Hybrid,Inactive
DPT02226,1978,Denise,Ellis,21,Female,Support,99690,7,West Amandaton,West Virginia,Kuwait,emilyhayes@example.net,818-915-0704x992,26-02-2017,Jamie Owens,1,5,30561,Remote,Active
DPT00259,1979,Teresa,Gonzalez,23,Male,IT,94142,29,South John,Texas,Uruguay,caroline99@example.net,001-338-411-8431x64734,21-06-2019,Jennifer Brooks,4,2,22452,Remote,Active
DPT04492,1980,Christy,Christian,38,Female,Marketing,34589,25,East Christopherton,South Dakota,Latvia,cory25@example.org,453-863-4065,11-01-2021,Jacob Farmer,9,7,11900,Office,Active
DPT03113,1981,Brian,Warner,51,Male,Admin,119311,7,Dannyland,Nevada,Benin,cisnerosscott@example.org,+1-307-541-5748x39231,13-03-2026,Rick Gould,10,14,44943,Hybrid,Active
DPT00838,1982,Paul,Nguyen,53,Male,Support,98171,26,South Lisaberg,South Dakota,Russian Federation,robertjohnson@example.com,588.609.3748x2204,24-04-2024,Deborah Anderson,2,15,5285,Hybrid,Inactive
DPT02959,1983,Colleen,Singleton,41,Male,Finance,31474,29,Port Theresaville,Florida,Bermuda,wellswilliam@example.com,(546)472-7892x8420,17-02-2025,William Tucker,3,20,19127,Office,Active
DPT00852,1984,Nicholas,Williams,25,Female,Legal,32150,4,South Sherry,Washington,Belgium,michael13@example.org,(483)431-7513x8744,28-09-2021,Michael Cortez,9,16,21749,Remote,Inactive
DPT03595,1985,Cassidy,Meyer,29,Female,Support,38892,18,North James,Arizona,Jordan,cameron69@example.org,(687)781-5058x595,19-07-2025,Danielle Bates,6,7,35416,Hybrid,Inactive
DPT03466,1986,Chris,Rivera,21,Female,Support,30553,8,Sherryview,Alabama,Oman,jfletcher@example.net,001-207-899-2016x72241,04-05-2018,John Perez MD,1,2,26670,Remote,Inactive
DPT00094,1987,Daniel,Hood,60,Male,Sales,64477,19,New Joseph,Washington,Montenegro,jose86@example.org,323-568-6489,04-05-2025,Carly Stephens,8,17,45628,Office,Active
DPT04548,1988,David,Levine,57,Female,Support,142212,11,West Nicole,Illinois,Estonia,raymond52@example.net,+1-525-750-1655x7678,28-02-2021,Mr. John Bryant,10,14,32690,Hybrid,Inactive
DPT00278,1989,Paul,Bonilla,24,Male,Support,46204,5,South Gregorystad,Idaho,Poland,alexiscruz@example.com,001-754-934-6465,18-03-2017,Laura Johnson,8,5,34264,Hybrid,Inactive
DPT01264,1990,Alexandra,Kaufman,24,Female,Sales,50874,7,Petersonfurt,North Carolina,Armenia,wadedavid@example.com,826.690.1598x3387,24-11-2023,Lee Davis,6,18,40064,Office,Inactive
DPT02844,1991,Maria,Bates,57,Female,Sales,50247,7,West Maryburgh,New York,Montserrat,hbailey@example.net,+1-441-869-4356x900,31-12-2019,Michelle Schneider,8,3,36258,Hybrid,Active
DPT02081,1992,Robert,Yang,33,Female,IT,56005,7,Emilyview,Louisiana,Mozambique,pamelabuckley@example.org,(600)532-9507x66424,01-10-2023,Kenneth Kent,3,7,27480,Hybrid,Inactive
DPT03464,1993,Susan,Schroeder,29,Female,Support,117331,11,West Jessicashire,Colorado,Morocco,lisa28@example.org,(979)434-6689x415,19-12-2022,Grant Perez,9,1,19301,Remote,Inactive
DPT03315,1994,Ariel,Miles,50,Male,Engineering,131729,16,North Brandon,Alaska,Korea,igiles@example.net,494-944-4599x8920,16-09-2022,Jon Turner,9,12,12551,Remote,Inactive
DPT03034,1995,Brandon,Jackson,49,Female,Support,135424,11,Cynthiamouth,Idaho,Martinique,kelly33@example.org,413-442-0551,28-07-2023,Brett Griffin,2,18,36887,Hybrid,Inactive
DPT00118,1996,Emily,Fowler,58,Male,Finance,43584,21,Nicholasstad,North Dakota,Philippines,danieloliver@example.net,-6860,27-01-2021,Brian Lane,5,13,35875,Office,Inactive
DPT03148,1997,Sharon,Griffin,51,Male,HR,72882,13,Richardstad,Texas,United Arab Emirates,marcus37@example.org,+1-867-704-4170x4179,08-07-2022,Laura Ewing,1,20,48589,Remote,Active
DPT02418,1998,Tony,Yates,26,Female,Support,94791,8,New Rachelborough,West Virginia,Saudi Arabia,ismith@example.org,925-517-5541,20-03-2020,Lisa Martin,7,8,35427,Office,Active
DPT04223,1999,Heather,Ramsey,48,Female,IT,107573,1,North Josephshire,South Carolina,Martinique,shunt@example.com,456-937-7524,25-11-2018,Tony Brown,4,13,43059,Office,Inactive
DPT01001,2000,Kelly,Peters,28,Male,Marketing,35482,27,North Doris,North Carolina,Pakistan,elizabethhicks@example.net,+1-326-362-5546x54160,29-01-2017,Corey Hernandez,1,5,49370,Office,Inactive
DPT00492,2001,Patricia,Leonard,50,Male,IT,53685,6,South Pamelaside,New Jersey,Suriname,fgraham@example.com,342-440-6222,06-09-2023,Jessica Wilkins,5,20,27798,Remote,Active
DPT00066,2002,Aaron,Montgomery,37,Male,IT,81672,14,Clarkside,Arizona,Kenya,velasquezjesse@example.com,+1-611-556-7000x4370,25-05-2017,Marcus Walters,5,17,35915,Hybrid,Inactive
DPT01311,2003,Brian,Sanders,60,Male,Operations,148805,11,Jennyburgh,Nevada,Hungary,chris71@example.org,261-497-6266,13-04-2024,Susan Ellis,10,20,25971,Office,Active
DPT04253,2004,Luis,Jenkins,48,Female,Admin,60271,20,South Caseymouth,New Hampshire,Syrian Arab Republic,jennifercollins@example.org,001-592-407-4800,05-12-2022,Edward Brown,10,9,32720,Office,Active
DPT01733,2005,Erik,Savage,33,Female,HR,113241,24,New Tracyburgh,New York,Puerto Rico,robinbowman@example.com,001-843-991-4982x8592,22-11-2024,Jared Hess,7,12,42390,Remote,Active
DPT03351,2006,Brandi,Trevino,40,Female,Marketing,47543,3,Faulknerberg,Kansas,Grenada,wdaniels@example.net,(444)902-4692x7863,27-03-2017,Brandi Briggs,2,12,35576,Hybrid,Active
DPT03878,2007,Mark,Hensley,34,Male,Operations,102732,17,Brandonberg,Nevada,Senegal,samanthajenkins@example.org,766.701.0293x3426,05-06-2020,Harold Jones,6,19,40878,Remote,Inactive
DPT01717,2008,Christopher,Horn,34,Male,HR,128294,2,Thomasmouth,Oregon,Norway,jruiz@example.com,-9635,14-12-2018,Joshua Sawyer,10,7,33435,Hybrid,Active
DPT03149,2009,Barry,Cook,55,Male,Legal,51997,15,Murraymouth,West Virginia,Lesotho,homichael@example.com,001-932-958-2336x8656,12-08-2022,Patricia Ferrell,5,12,5107,Hybrid,Active
DPT04927,2010,Sara,Mullins,54,Female,IT,141643,14,New Susanbury,Florida,Ghana,rodriguezjessica@example.net,465-803-7148x075,13-07-2024,Manuel Brooks,5,14,29683,Office,Active
DPT02758,2011,Jason,Welch,44,Male,Legal,79640,16,Kingville,New Hampshire,Gibraltar,leon14@example.net,(806)316-7735x65275,28-03-2017,Kimberly Osborn,3,18,40388,Remote,Active
DPT03378,2012,John,Colon,56,Female,Support,90519,6,Lake Derek,Ohio,Bahamas,susanwhite@example.com,(386)244-0503,27-06-2017,Randy Jenkins,9,5,32342,Office,Inactive
DPT03480,2013,Jeffery,Padilla,50,Female,Admin,138084,6,Matthewston,North Dakota,Hong Kong,qward@example.org,640.602.5860x52611,09-02-2017,Jennifer Whitaker,2,10,41124,Hybrid,Inactive
DPT02596,2014,Crystal,Roach,57,Male,HR,76573,20,Williamhaven,New Mexico,Kiribati,camachowhitney@example.net,+1-801-476-9212x5779,28-10-2025,Kyle Evans,2,5,15192,Remote,Active
DPT01893,2015,Vickie,Lamb,34,Female,Finance,134165,1,North Alex,Wisconsin,Puerto Rico,deannajohnson@example.com,752.331.5854x3712,16-04-2019,Benjamin Steele,10,17,39174,Remote,Active
DPT01877,2016,Joel,Franklin,54,Female,HR,89256,22,Christineburgh,Nebraska,Mozambique,oliverkathleen@example.net,(415)588-2703x327,13-08-2025,Bruce Dorsey,10,1,46876,Hybrid,Active
DPT03975,2017,Allison,Nguyen,49,Female,Finance,76932,8,Ashleyland,Wisconsin,Thailand,dfisher@example.net,339-405-9077x6695,05-12-2020,Brian Richards,4,1,34697,Office,Inactive
DPT01073,2018,Daniel,Esparza,60,Female,Engineering,85204,26,South Tracy,New York,Iceland,bwilliams@example.org,991-890-7683x52246,08-01-2021,Jennifer Burton,6,1,15573,Remote,Inactive
DPT04273,2019,Susan,Diaz,28,Female,IT,111046,24,New Laurenport,Washington,Malta,newmanderek@example.org,(512)895-3852x93857,23-06-2017,Jordan Gonzalez,9,8,28112,Hybrid,Active
DPT02482,2020,Lisa,Dunlap,34,Female,IT,101859,19,Lake Jeanette,Oregon,Niger,aaron19@example.com,5552643581,20-01-2022,Jeffery Rios,1,4,39107,Office,Active
DPT00091,2021,Stephanie,Hall,34,Male,Legal,111232,28,South Erica,Arizona,Venezuela,ian70@example.org,+1-444-441-9788x6879,05-12-2021,Samantha Wall,4,5,24374,Hybrid,Inactive
DPT03258,2022,Timothy,Nelson,50,Female,Admin,113649,27,Youngchester,South Carolina,Nicaragua,thomasmitchell@example.net,(251)804-1865x478,30-06-2024,Matthew Richards,5,17,28784,Office,Inactive
DPT00020,2023,Jacob,Jordan,27,Male,Admin,50694,14,Michaeltown,Georgia,Norway,ulevy@example.net,988.740.4360x39682,20-08-2024,Christina Griffin,8,5,10503,Hybrid,Inactive
DPT04994,2024,James,Moore,34,Female,HR,105776,30,Brianview,Indiana,Bouvet Island (Bouvetoya),victoriadunn@example.org,+1-521-707-9014x836,20-11-2020,Kim Barker,2,15,39945,Hybrid,Active
DPT02792,2025,Rachel,Day,32,Male,Admin,35830,18,East Adamfort,Kansas,Greenland,landryholly@example.org,863-465-2071x14907,09-05-2019,Jeffery Webb,3,15,31548,Hybrid,Active
DPT03967,2026,Linda,Smith,32,Male,Support,105819,19,Port Olivia,Oklahoma,Gambia,christopherfitzgerald@example.net,598-390-3869x807,15-02-2025,Martha Townsend,8,17,44259,Remote,Inactive
DPT00942,2027,Lisa,Price,60,Female,Support,32843,10,Mitchellfort,Georgia,Haiti,henrydaniel@example.com,+1-559-707-3850x29616,23-04-2020,Justin Wright,8,17,27508,Office,Active
DPT03615,2028,Amy,Henderson,52,Female,Legal,139045,29,New Staceychester,Idaho,Liechtenstein,codom@example.com,(363)762-2781x2996,28-10-2022,Vanessa Harris,6,12,42344,Hybrid,Inactive
DPT02020,2029,Marc,Davis,50,Female,Operations,54989,28,Lake Nicolebury,Rhode Island,Iran,mitchellthomas@example.org,406.282.2857,13-01-2026,Mindy Duran,6,13,27690,Hybrid,Active
DPT02197,2030,Adrian,Carroll,34,Male,Admin,81876,8,South Derricktown,Florida,Denmark,rtaylor@example.org,001-542-551-9527,31-12-2023,Heather Chandler,6,10,6846,Office,Inactive
DPT04167,2031,Emily,Graham,26,Male,Marketing,112868,7,Port Hollymouth,New York,Bhutan,rhonda80@example.org,+1-561-729-1052x22954,19-09-2017,Melissa Ewing,6,14,28871,Hybrid,Inactive
DPT02859,2032,Zachary,Curtis,51,Male,Legal,124617,21,Aarontown,Kansas,Vanuatu,osmith@example.net,(606)695-0036x43251,22-06-2018,Robert Hill,3,7,38918,Hybrid,Inactive
DPT04820,2033,Jenna,Miller,47,Male,Admin,129438,2,Hayeshaven,Ohio,Cayman Islands,gbrown@example.org,888.473.5511,01-04-2025,Brianna Harding,6,14,9955,Hybrid,Inactive
DPT01957,2034,Sarah,Le,42,Female,Sales,142226,29,West Ashley,Florida,Northern Mariana Islands,ymitchell@example.com,+1-490-312-9991x6457,25-12-2020,Brittney Whitaker,7,15,32955,Hybrid,Active
DPT02542,2035,Raymond,Ford,36,Female,HR,80037,12,North Michaelburgh,Kansas,Central African Republic,herbertray@example.net,001-323-735-8277x29773,30-03-2026,Christopher Reid,1,17,27812,Hybrid,Inactive
DPT04870,2036,Louis,Davenport,51,Male,Support,79986,8,West Patrickbury,Arizona,Uganda,kleinvictor@example.net,708-834-0822x1980,26-01-2022,Joseph Murray,5,8,27304,Office,Active
DPT00376,2037,Samuel,Schmitt,41,Male,Sales,58822,14,Jacksonview,Washington,Trinidad and Tobago,christinashaw@example.com,733.671.3977x38195,24-01-2022,Deanna Case,5,6,26361,Office,Active
DPT02856,2038,Jonathan,Coleman,47,Male,Finance,129791,16,Jessicahaven,Kentucky,Cayman Islands,munozamy@example.com,465.940.2384x8034,04-08-2022,James Smith,5,7,33096,Hybrid,Active
DPT01555,2039,William,Powell,39,Female,Marketing,140834,30,Austinhaven,California,Trinidad and Tobago,brenthernandez@example.org,9012556527,11-04-2025,Kenneth Edwards,7,14,37271,Remote,Active
DPT00881,2040,Daniel,Bender,59,Female,Marketing,49968,14,Doughertyburgh,Minnesota,Uganda,mary14@example.org,690.401.8603x0413,02-01-2019,Anne Becker,3,17,12870,Hybrid,Inactive
DPT04618,2041,Michael,Williams,50,Female,HR,148552,13,Powellstad,Michigan,Korea,danielle73@example.net,+1-631-954-5869x14843,05-03-2018,Lisa Stanley,5,5,35050,Office,Inactive
DPT03600,2042,Michael,Padilla,56,Female,IT,72896,14,Jeffreyshire,Louisiana,Malawi,kristina31@example.org,398-926-1135,09-08-2025,Mark Norton,6,20,41504,Remote,Inactive
DPT01750,2043,Andrew,Gross,45,Male,IT,121695,1,Cookfurt,Utah,Armenia,melanie48@example.com,572.944.2087,13-05-2026,Jennifer Alvarez,4,4,38676,Office,Active
DPT02960,2044,Daniel,Jones,32,Female,HR,146739,30,Rachelhaven,North Carolina,Micronesia,quinnrebecca@example.org,215.760.6547x195,19-01-2026,Nathaniel Davis,10,11,40097,Hybrid,Active
DPT04817,2045,Deanna,Jones,35,Female,Legal,108796,8,Port Rebeccahaven,Montana,Zambia,mreid@example.org,+1-511-546-9395x66019,30-05-2019,Samantha Blankenship,6,17,24417,Office,Inactive
DPT02807,2046,Stephanie,Howe,49,Female,Operations,32097,5,Adamstad,Connecticut,Peru,urobinson@example.com,001-752-239-7377,27-11-2021,Heather Dunn,7,19,8616,Hybrid,Active
DPT01535,2047,Scott,Moore,48,Female,Marketing,107400,25,Port Elizabeth,New York,French Polynesia,steven77@example.org,+1-975-512-7335x75833,19-10-2021,Brian Middleton,1,20,8347,Remote,Inactive
DPT00535,2048,Thomas,Garcia,56,Female,Legal,53738,16,Hollymouth,Kentucky,Uzbekistan,cortezshawn@example.net,(264)553-9506x90465,27-09-2019,Cody Moore,1,13,24645,Office,Inactive
DPT04902,2049,Lindsey,Berry,25,Male,Support,101727,12,South Rebeccamouth,Arkansas,Cocos (Keeling) Islands,moorechristian@example.org,+1-888-433-6899x63474,26-06-2017,Patricia Hahn,7,20,47826,Hybrid,Inactive
DPT00197,2050,Richard,Burns,55,Male,IT,48532,15,Robinsonton,New Hampshire,Ireland,lrivera@example.net,(667)616-4313x22974,07-06-2021,Alexis Wilson,3,16,17001,Remote,Inactive
DPT00153,2051,Sandra,Vazquez,47,Female,Finance,146977,22,East Michaelafurt,Iowa,Cameroon,rodney80@example.com,336-799-8556x270,18-08-2024,Emily Gardner,9,18,36137,Remote,Inactive
DPT00115,2052,Thomas,Morgan,48,Male,Engineering,115711,11,Harrisburgh,Hawaii,Congo,franklin86@example.com,884.555.1406,20-06-2017,Lisa Thomas,6,10,32926,Office,Active
DPT01609,2053,Michael,Goodwin,51,Male,HR,127204,16,West Zachary,Texas,Brunei Darussalam,manuelfloyd@example.net,640.741.0844x85067,14-04-2026,Rebecca Robertson,10,20,30016,Hybrid,Inactive
DPT03013,2054,John,Leblanc,48,Female,Engineering,125655,6,Angelaside,New York,Grenada,stevenrusso@example.net,(740)308-2207,22-03-2017,Arthur Thomas,5,18,46406,Remote,Active
DPT02868,2055,Judy,Meadows,39,Female,Marketing,52281,7,Deborahfort,Washington,Morocco,morrisonbrittany@example.org,849.770.5430x2933,28-02-2023,Terry Wood,7,1,5157,Remote,Active
DPT01624,2056,Laura,Kennedy,31,Male,HR,126533,27,Port Tonyaville,Nevada,Pitcairn Islands,akelly@example.net,212.291.1896x23696,30-09-2016,Scott Day,3,3,7622,Office,Active
DPT00758,2057,Elizabeth,Martinez,22,Male,HR,47048,18,Wongbury,Hawaii,Slovakia (Slovak Republic),feliciastokes@example.com,001-415-537-8111x986,30-03-2020,Martin Davis,4,17,7186,Remote,Inactive
DPT04290,2058,Amber,Martinez,37,Male,Sales,93428,17,West George,North Dakota,Sao Tome and Principe,cooperkimberly@example.com,001-673-708-7340,11-09-2017,Megan Bennett,2,12,16166,Office,Active
DPT03668,2059,Matthew,Chavez,45,Male,IT,45445,27,New Timothyside,Maine,Svalbard & Jan Mayen Islands,bchan@example.net,812-560-0804,04-07-2025,Zachary Robertson,3,19,19459,Hybrid,Active
DPT01860,2060,Megan,Ponce,46,Female,HR,77158,2,Christopherview,Alabama,Svalbard & Jan Mayen Islands,geraldrodriguez@example.net,711-577-3989,23-01-2020,Regina Fletcher,3,9,15268,Office,Active
DPT02376,2061,Crystal,Gillespie,57,Male,Sales,81809,21,West Carlamouth,North Carolina,Turks and Caicos Islands,caseypatel@example.com,723-618-4565x31405,16-09-2024,Karen Harrison,9,10,9045,Office,Inactive
DPT04936,2062,Daniel,Lowe,28,Female,Admin,37861,7,Wagnerport,New Hampshire,Senegal,catherinetorres@example.org,001-993-699-5730x242,04-12-2017,Wendy Patel,4,14,16470,Office,Inactive
DPT04084,2063,Lori,Newman,49,Female,Legal,58625,27,Haleyhaven,Nevada,Venezuela,floyddon@example.org,(312)399-6621,15-11-2024,Emma Spencer,8,14,42561,Hybrid,Inactive
DPT00344,2064,Dakota,Wilson,32,Female,Admin,63032,21,Port Anthonyview,Indiana,Grenada,graceguzman@example.org,-874,21-11-2024,Craig Lopez,2,3,18069,Office,Inactive
DPT04288,2065,Virginia,Blair,27,Female,Marketing,94607,3,West Kayla,Georgia,Mayotte,emata@example.org,001-362-544-3085x8228,05-08-2021,Renee Washington,10,3,15430,Hybrid,Active
DPT01261,2066,Nicholas,Warner,57,Male,Operations,49956,9,Kirbyton,Florida,Comoros,stephaniewilson@example.com,506-835-0146x9354,11-10-2021,Jason Barker,8,19,14829,Remote,Active
DPT04129,2067,Mark,White,39,Female,Sales,52841,16,North Danielle,South Dakota,Panama,vegatommy@example.com,7705269243,11-01-2018,Kevin Shields,8,3,21891,Office,Active
DPT00602,2068,David,Paul,34,Male,Marketing,30432,19,Samanthachester,Indiana,Saint Kitts and Nevis,xibarra@example.org,742.297.9066x73887,15-04-2024,Tracy Wu,5,7,35031,Hybrid,Active
DPT00688,2069,Richard,Carpenter,26,Female,Operations,58374,23,South Wendyborough,New Hampshire,Poland,yangcolleen@example.org,253-556-4987,27-06-2021,Angela Keller,6,15,33485,Remote,Active
DPT04164,2070,Rebecca,Valentine,29,Female,Operations,97011,20,Simmonsville,Mississippi,Iceland,joanna39@example.com,+1-911-411-6127x16244,21-07-2020,Trevor Lawson,9,1,12687,Office,Active
DPT00642,2071,Erik,Boyd,27,Male,Admin,144755,27,Martinstad,Florida,Bangladesh,benitezangie@example.net,800-466-0430,29-03-2019,Amber Rogers,4,3,9357,Office,Active
DPT02437,2072,Kelly,Bradley,41,Female,Marketing,72039,7,Garciamouth,Michigan,Uganda,lewismatthew@example.net,+1-629-833-5558x04829,16-02-2021,Stacey Smith,6,19,27264,Office,Inactive
DPT02630,2073,Mark,Cox,58,Female,Marketing,31084,28,Port Rebecca,Tennessee,Saint Lucia,phogan@example.com,313.623.5886x994,29-11-2023,John Young,1,20,6635,Office,Inactive
DPT04471,2074,Kyle,Villa,35,Male,Support,149727,29,Schmittland,Wisconsin,French Guiana,hmontgomery@example.com,-8138,18-07-2019,John Smith,8,9,5561,Office,Inactive
DPT01247,2075,Robin,Taylor,56,Male,Sales,45433,28,New Gabrielfort,Mississippi,Tunisia,kathrynlucas@example.net,727-331-6946x82683,10-03-2026,Dylan Olsen,3,16,44267,Office,Inactive
DPT00223,2076,Juan,Benton,51,Male,Finance,68775,30,Willishaven,Vermont,Poland,uharmon@example.com,7604396839,14-07-2017,Dr. Randy Irwin,9,20,21567,Office,Inactive
DPT04388,2077,David,Stanley,41,Female,Sales,55548,18,Austinmouth,Arkansas,Cayman Islands,jeffery98@example.com,910-518-4273,28-08-2019,Angel Mercado,9,5,48110,Office,Active
DPT04625,2078,Joe,Carney,37,Male,Finance,86972,7,South Daniel,South Carolina,Lithuania,utaylor@example.net,+1-432-457-2727x580,03-05-2019,Chad Brown,7,8,34670,Hybrid,Inactive
DPT01141,2079,Joan,Franco,52,Female,Operations,63315,21,South Justin,New Jersey,Wallis and Futuna,frank66@example.net,821.555.9566,03-08-2023,Chelsea Hunt,10,19,11368,Remote,Active
DPT04331,2080,Angelica,Padilla,50,Female,Engineering,130899,5,South Andrewshire,Iowa,Lithuania,gregorycurtis@example.com,419.989.9107,02-06-2018,David Marsh,5,17,35644,Hybrid,Active
DPT02319,2081,Bruce,Parker,49,Male,IT,113123,11,West Johnfurt,Vermont,Namibia,rkennedy@example.org,358-733-9578,30-05-2017,James Cruz,9,1,34706,Hybrid,Inactive
DPT01889,2082,Aaron,Swanson,57,Female,Sales,97271,14,Lake Michaelchester,Maine,Paraguay,butleralan@example.net,889-935-0269,27-08-2018,Matthew Baker,3,16,5899,Office,Inactive
